Store,Item,Forecasted_Sales,Historical_Average,Decision_Score,Risk_Score,Risk_Level,Business_Category,Priority_Rank,Priority_Level,Operational_Action,Explanation_Forecast,Explanation_SHAP,Explanation_Trend,Explanation_Risk
2,35,79.53,82.49,41.51,70.89,Critical Risk,Overstock Risk,331,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (69.0) has fallen below 30-day baseline (71.4),Critical risk of variance: high historical volatility and forecasting residuals
9,36,77.1,79.66,41.49,67.93,High Risk,Overstock Risk,332,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (66.9) has fallen below 30-day baseline (68.7),Elevated uncertainty: historical sales show significant variance
9,41,20.84,22.58,41.41,14.66,Low Risk,Stable Demand,333,Medium Priority,Reduce procurement volume by 7.7% to prevent inventory bloat,Forecasted demand is 7.7% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (18.6) has fallen below 30-day baseline (18.6),Low forecast uncertainty: minimal volatility observed in predictions
5,29,50.24,51.53,41.4,46.15,Medium Risk,Stable Demand,334,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (44.6) exceeds 30-day baseline (42.6),Moderate uncertainty: stable metrics with minor variance
6,38,57.47,59.92,41.39,52.39,High Risk,Overstock Risk,335,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (54.6) exceeds 30-day baseline (50.6),Elevated uncertainty: historical sales show significant variance
3,44,30.9,32.65,41.38,24.94,Low Risk,Stable Demand,336,Medium Priority,Reduce procurement volume by 5.4% to prevent inventory bloat,Forecasted demand is 5.4% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is accelerating: 7-day moving average (27.3) exceeds 30-day baseline (27.1),Low forecast uncertainty: minimal volatility observed in predictions
7,47,13.91,15.07,41.32,3.46,Low Risk,Stable Demand,337,Medium Priority,Reduce procurement volume by 7.7% to prevent inventory bloat,Forecasted demand is 7.7% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (12.0) has fallen below 30-day baseline (12.7),Low forecast uncertainty: minimal volatility observed in predictions
6,1,14.85,16.41,41.31,1.99,Low Risk,Stable Demand,338,Medium Priority,Reduce procurement volume by 9.5% to prevent inventory bloat,Forecasted demand is 9.5% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (13.3) has fallen below 30-day baseline (13.5),Low forecast uncertainty: minimal volatility observed in predictions
10,33,72.68,76.42,41.31,68.36,High Risk,Overstock Risk,339,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (66.1) exceeds 30-day baseline (64.7),Elevated uncertainty: historical sales show significant variance
8,3,44.0,43.98,41.24,37.89,Medium Risk,Stable Demand,340,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (37.0) has fallen below 30-day baseline (38.2),Moderate uncertainty: stable metrics with minor variance
2,22,91.79,100.75,41.22,88.5,Critical Risk,Overstock Risk,341,Medium Priority,Reduce procurement volume by 8.9% to prevent inventory bloat,Forecasted demand is 8.9% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (85.1) has fallen below 30-day baseline (88.3),Critical risk of variance: high historical volatility and forecasting residuals
2,33,83.81,87.39,41.16,74.45,Critical Risk,Overstock Risk,342,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (71.3) has fallen below 30-day baseline (75.1),Critical risk of variance: high historical volatility and forecasting residuals
6,28,64.16,64.85,41.14,59.22,High Risk,Overstock Risk,343,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (56.0) has fallen below 30-day baseline (56.3),Elevated uncertainty: historical sales show significant variance
10,32,47.37,48.17,41.04,38.57,Medium Risk,Stable Demand,344,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (41.3) exceeds 30-day baseline (40.7),Moderate uncertainty: stable metrics with minor variance
1,36,67.23,67.71,40.95,60.01,High Risk,Overstock Risk,345,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (57.7) has fallen below 30-day baseline (60.1),Elevated uncertainty: historical sales show significant variance
3,1,24.1,24.38,40.94,14.73,Low Risk,Stable Demand,346,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.1) has fallen below 30-day baseline (23.0),Low forecast uncertainty: minimal volatility observed in predictions
1,12,61.47,61.59,40.92,52.28,High Risk,Overstock Risk,347,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (53.7) has fallen below 30-day baseline (54.3),Elevated uncertainty: historical sales show significant variance
8,30,46.59,48.06,40.83,40.95,Medium Risk,Stable Demand,348,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (41.4) exceeds 30-day baseline (40.0),Moderate uncertainty: stable metrics with minor variance
6,35,48.38,48.87,40.81,42.03,Medium Risk,Stable Demand,349,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is accelerating: 7-day moving average (42.1) exceeds 30-day baseline (42.0),Moderate uncertainty: stable metrics with minor variance
1,33,61.33,61.18,40.77,54.4,High Risk,Overstock Risk,350,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (54.0) has fallen below 30-day baseline (55.1),Elevated uncertainty: historical sales show significant variance
10,1,22.31,24.2,40.65,13.15,Low Risk,Stable Demand,351,Medium Priority,Reduce procurement volume by 7.8% to prevent inventory bloat,Forecasted demand is 7.8% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (19.7) has fallen below 30-day baseline (19.9),Low forecast uncertainty: minimal volatility observed in predictions
4,2,60.43,60.28,40.6,51.35,High Risk,Overstock Risk,352,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.0) has fallen below 30-day baseline (53.0),Elevated uncertainty: historical sales show significant variance
4,31,60.25,59.89,40.56,49.28,Medium Risk,Stable Demand,353,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.9) has fallen below 30-day baseline (54.6),Moderate uncertainty: stable metrics with minor variance
7,35,45.28,44.88,40.53,35.29,Medium Risk,Stable Demand,354,Medium Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (37.6) has fallen below 30-day baseline (40.0),Moderate uncertainty: stable metrics with minor variance
